2019-10-27_20:27:13,0.3848927605117729,20.0
2019-10-27_20:27:43,0.37213052601015084,20.0
2019-10-27_20:28:13,0.3586653654769498,20.0
2019-10-27_20:28:23,0.3471120973416624,0.0
2019-10-27_20:28:53,0.32926852731608625,0.0
2019-10-27_20:29:23,0.328149271913444,0.0
2019-10-27_20:29:53,0.31789759450881894,0.0
2019-10-27_20:30:23,0.3094580720276645,0.0
2019-10-27_20:30:53,0.3434292197429136,0.0
2019-10-27_20:31:23,0.33294867984491594,0.0
2019-10-27_20:31:53,0.34982506927542323,0.0
2019-10-27_20:32:43,0.3511322895737954,20.0
2019-10-27_20:33:13,0.364791799391353,20.0
2019-10-27_20:33:23,0.3126286198651065,0.0
2019-10-27_20:34:13,0.35520971339661633,20.0
2019-10-27_20:34:43,0.35752373633101575,20.0
2019-10-27_20:35:13,0.35870106556404613,20.0
2019-10-27_20:35:23,0.31881594706413585,0.0
2019-10-27_20:35:53,0.31809874063008925,0.0
2019-10-27_20:36:23,0.3272622262577136,0.0
2019-10-27_20:36:53,0.3308870735795302,0.0
2019-10-27_20:37:23,0.3269554877620613,0.0
2019-10-27_20:37:53,0.33868846662408947,0.0
2019-10-27_20:38:23,0.3392444401378589,0.0
2019-10-27_20:38:53,0.31176679151954323,0.0
2019-10-27_20:39:23,0.3379594729051951,0.0
2019-10-27_20:40:13,0.3602018824314519,20.0
2019-10-27_20:40:23,0.34248536228363724,0.0
2019-10-27_20:41:13,0.35024877966787704,20.0
2019-10-27_20:41:23,0.3476749919378199,0.0
2019-10-27_20:41:53,0.34514547304706644,0.0
2019-10-27_20:42:23,0.34711209573395996,0.0
2019-10-27_20:43:13,0.3686822910830734,20.0
2019-10-27_20:43:43,0.38291972507289307,20.0
2019-10-27_20:43:53,0.3430095650550107,0.0
2019-10-27_20:44:23,0.34739348843436124,0.0
2019-10-27_20:45:13,0.36918774061700566,20.0
2019-10-27_20:45:43,0.36410900287631653,20.0
2019-10-27_20:46:13,0.35816570789148505,20.0
2019-10-27_20:46:43,0.3560277606720752,20.0
2019-10-27_20:47:13,0.35620570797550277,20.0
2019-10-27_20:47:23,0.3035902115133218,0.0
2019-10-27_20:47:53,0.32733041235252136,0.0
2019-10-27_20:48:23,0.3165251487853573,0.0
2019-10-27_20:48:53,0.3228813475435266,0.0
2019-10-27_20:49:23,0.3387232005412648,0.0
2019-10-27_20:49:53,0.3435341724447176,0.0
2019-10-27_20:50:23,0.3284908012539325,0.0
2019-10-27_20:50:53,0.3132925778071445,0.0
2019-10-27_20:51:23,0.3461983381030769,0.0
2019-10-27_20:52:13,0.36439643445782854,20.0
2019-10-27_20:52:43,0.3689710888627906,20.0
2019-10-27_20:53:13,0.3546766568459794,20.0
