8.24, 0.000
8.26, 0.000
8.28, 0.039
8.41, 0.058
8.51, 0.084
9.01, 0.121
9.11, 0.175
9.23, 0.250
9.28, 0.286
9.32, 0.313
9.36, 0.360
9.42, 0.425
9.47, 0.478
9.52, 0.532
9.56, 0.568
10.02, 0.647
10.07, 0.745
10.12, 0.793
10.16, 0.835
10.26, 0.969
10.31, 1.090
10.36, 1.134
10.42, 1.170
10.46, 1.236
10.52, 1.230
10.56, 1.278
11.02, 1.248
11.06, 1.242
11.12, 1.251
11.16, 1.344
11.22, 1.356
11.26, 1.365
11.31, 1.368
